Gene,Accession,Description,Log2FC,P_value,FDR,Cohens_d
ZNF41,P51814,Zinc finger protein 41 OS=Homo sapiens OX=9606 GN=ZNF41 PE=1 SV=2,-1.7913782217638996,2.383688235136803e-06,0.00012249081801848154,-1.3516874082135366
NASP,P49321,Nuclear autoantigenic sperm protein OS=Homo sapiens OX=9606 GN=NASP PE=1 SV=2,-0.9670423075667465,7.29898512480433e-05,0.0028359227570276336,-1.1029252799080258
DENND11,A4D1U4,DENN domain-containing protein 11 OS=Homo sapiens OX=9606 GN=DENND11 PE=1 SV=1,-1.5578531075419555,0.00012350508269757352,0.004186033973132651,-1.0627432216614412
GOLGB1,A0A8J9C4H3,Golgin B1 OS=Homo sapiens OX=9606 GN=GOLGB1 PE=1 SV=1,0.6824709779566156,0.0021167645623816366,0.043777206168753836,0.8307829548190163
TRAPPC10,P48553,Trafficking protein particle complex subunit 10 OS=Homo sapiens OX=9606 GN=TRAPPC10 PE=1 SV=2,-0.8023600289189758,0.002234140289383296,0.045050449126425196,-0.8260556419767655
HARBI1,E9PQI1,Harbinger transposase derived 1 (Fragment) OS=Homo sapiens OX=9606 GN=HARBI1 PE=1 SV=8,-1.970265086700227,0.0004659721120245604,0.01216874712221516,-0.9579465752991422
FGF2,A0A0A0MQV6,Fibroblast growth factor OS=Homo sapiens OX=9606 GN=FGF2 PE=1 SV=1,0.9509518070722613,1.6077544362927778e-06,8.831561437980672e-05,1.3792867933134083
MYBL1,P10243,Myb-related protein A OS=Homo sapiens OX=9606 GN=MYBL1 PE=1 SV=2,0.5684751358180371,0.0013849089310968346,0.03244352834172438,0.867437204009796
CFAP46,Q8IYW2,Cilia- and flagella-associated protein 46 OS=Homo sapiens OX=9606 GN=CFAP46 PE=1 SV=3,0.598580053180978,0.002574683495675747,0.048450761320309524,0.8135547389559854
DNAH11,Q96DT5,Dynein axonemal heavy chain 11 OS=Homo sapiens OX=9606 GN=DNAH11 PE=1 SV=4,-3.514135859962426,2.9553364137936247e-17,5.884813633966555e-15,-3.0817097607054995
KDM2A,Q9Y2K7,Lysine-specific demethylase 2A OS=Homo sapiens OX=9606 GN=KDM2A PE=1 SV=3,0.7406259173559278,0.0003068318644922132,0.00905154000252029,0.9914999424099286
HOOK1,Q9UJC3,Protein Hook homolog 1 OS=Homo sapiens OX=9606 GN=HOOK1 PE=1 SV=2,2.5265747347737673,2.330801203812432e-28,1.856483158836602e-25,5.318736192147301
NET1,Q5SQI6,Neuroepithelial cell transforming 1 (Fragment) OS=Homo sapiens OX=9606 GN=NET1 PE=1 SV=1,1.2772705806511908,0.0014349655749548876,0.032655716584330516,0.8644027549188459
OR10T2,Q8NGX3,Olfactory receptor 10T2 OS=Homo sapiens OX=9606 GN=OR10T2 PE=3 SV=1,-1.5438459065805112,1.7617821392167152e-06,9.355063159240759e-05,-1.3728893831895512
TSC2,A0A2R8Y670,TSC complex subunit 2 OS=Homo sapiens OX=9606 GN=TSC2 PE=1 SV=2,-1.2216777168314934,5.003794488472503e-05,0.0020438575949068456,-1.1313768399024715
ADGRV1,Q8WXG9,Adhesion G-protein coupled receptor V1 OS=Homo sapiens OX=9606 GN=ADGRV1 PE=1 SV=2,1.0201778348298696,0.0005846985857848988,0.015022981405731353,0.9394685340769084
PLEKHM1,Q9Y4G2,Pleckstrin homology domain-containing family M member 1 OS=Homo sapiens OX=9606 GN=PLEKHM1 PE=1 SV=3,-1.9053838852139435,0.0021435166862290014,0.043777206168753836,-0.8296842020242361
XPO6,Q96QU8,Exportin-6 OS=Homo sapiens OX=9606 GN=XPO6 PE=1 SV=1,0.9399140459932731,0.002581606778808151,0.048450761320309524,0.8133170664665229
SLC7A8,Q9UHI5,Large neutral amino acids transporter small subunit 2 OS=Homo sapiens OX=9606 GN=SLC7A8 PE=1 SV=1,1.5567438761587553,9.201933874225658e-05,0.0033315183321912436,1.085307473305075
IMUP,Q9GZP8,Immortalization up-regulated protein OS=Homo sapiens OX=9606 GN=IMUP PE=1 SV=1,5.66860853856015,3.1790700771340346e-07,2.1101077636977156e-05,1.491386627221383
DIXDC1,Q155Q3,Dixin OS=Homo sapiens OX=9606 GN=DIXDC1 PE=1 SV=2,0.9509445097905065,8.3825479964876e-07,5.108843688388735e-05,1.4245963756147109
